loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status,start_date,end_date
701164,7272,SME,308173.73,26.44,Defaulted,2020-02-29,2024-02-04
701165,8467,Personal,454514.72,25.48,Defaulted,2020-03-04,2024-12-28
701166,8215,SME,101715.34,27.79,Defaulted,2021-07-04,2023-12-16
701167,1017,Personal,352106.06,22.08,Active,2016-11-06,2020-12-30
701168,6244,Personal,163328.89,26.53,Closed,2021-01-25,2026-07-25
701169,432,SME,339100.76,19.38,Active,2020-03-10,2022-09-12
701170,8963,Personal,1094805.92,16.79,Active,2017-10-16,2023-05-05
701171,6722,Mortgage,461080.51,27.31,Active,2018-10-15,2024-01-03
701172,4826,SME,558625.65,13.67,Closed,2016-10-24,2020-06-24
701173,549,Personal,980363.01,26.81,Defaulted,2017-04-07,2021-03-09
701174,2065,Personal,2251282.6,18.65,Active,2015-04-08,2020-02-07
701175,3962,SME,111849.41,12.85,Active,2019-09-16,2022-05-18
701176,1058,Mortgage,206933.15,27.69,Active,2015-12-30,2022-03-26
701177,9814,Personal,295158.0,13.4,Active,2020-12-14,2026-08-09
701178,7382,Mortgage,1518080.32,26.52,Closed,2018-08-05,2022-08-27
701179,49,Mortgage,229246.19,20.54,Active,2019-03-19,2023-07-30
701180,9305,Personal,45311.99,15.59,Closed,2018-01-30,2022-03-29
701181,1263,Personal,1004583.74,27.98,Active,2019-02-09,2025-07-13
701182,4578,Mortgage,169018.86,21.02,Active,2022-02-05,2027-07-13
701183,1559,Mortgage,264852.48,13.34,Active,2016-01-03,2022-08-06
701184,5836,Personal,234056.53,17.63,Closed,2016-01-27,2018-01-17
701185,2735,Mortgage,107795.02,14.82,Active,2016-12-15,2023-08-11
701186,5744,SME,418035.58,21.89,Active,2018-01-07,2024-11-01
701187,6655,Personal,490416.3,17.74,Defaulted,2019-05-02,2021-05-19
701188,6481,Personal,632176.94,17.69,Active,2018-10-10,2023-08-04
701189,3467,Personal,519062.8,20.09,Active,2019-08-25,2024-11-05
701190,9667,SME,250527.3,23.26,Closed,2021-07-11,2026-07-12
701191,6932,Personal,662074.24,23.77,Active,2016-12-28,2018-09-16
701192,9700,Personal,256835.52,17.73,Active,2015-09-08,2020-09-09
701193,6788,Mortgage,391148.62,25.18,Closed,2018-07-13,2021-11-03
701194,1774,Personal,421723.72,22.78,Active,2017-10-06,2024-05-05
701195,9458,Personal,930751.27,14.35,Closed,2016-07-21,2019-09-27
701196,2605,SME,901807.62,24.1,Active,2018-09-03,2021-07-20
701197,2932,Personal,100089.53,27.85,Active,2022-11-28,2029-02-01
701198,8148,SME,273969.81,16.59,Active,2021-05-10,2025-06-02
701199,3762,Personal,884652.13,13.82,Closed,2019-08-29,2022-05-22
701200,7015,Mortgage,4554106.62,22.32,Defaulted,2020-10-09,2026-05-29
701201,5400,Personal,237641.04,15.8,Active,2021-11-24,2023-05-18
701202,9698,Mortgage,951835.34,14.32,Closed,2016-11-21,2021-10-01
701203,8976,Personal,168401.97,20.11,Active,2021-12-28,2025-03-01
701204,2769,Personal,152263.83,18.49,Defaulted,2018-01-11,2024-07-19
701205,1630,Mortgage,502870.44,23.7,Active,2017-07-03,2018-11-05
701206,545,Personal,396049.22,17.52,Active,2022-03-26,2025-04-06
701207,8717,SME,345549.12,19.99,Active,2020-02-17,2025-07-12
701208,7300,Personal,528161.16,14.36,Closed,2015-09-13,2021-02-09
701209,5273,SME,1429745.59,23.55,Closed,2020-02-23,2023-10-16
701210,6822,Personal,158265.24,20.89,Closed,2021-10-31,2027-02-22
701211,2180,Personal,941567.35,27.83,Active,2018-11-25,2020-01-23
701212,1010,Personal,184554.97,27.46,Active,2020-05-29,2023-12-12
701213,977,Personal,347907.81,17.65,Active,2021-01-02,2025-03-10
701214,4202,Personal,1219804.77,27.15,Closed,2017-11-06,2019-02-16
701215,5675,SME,186258.34,23.82,Active,2019-12-30,2023-06-03
701216,5079,Mortgage,479940.16,15.12,Active,2019-09-20,2021-11-19
701217,666,SME,107478.18,12.38,Active,2017-11-14,2019-11-23
701218,1459,Personal,165045.71,24.69,Active,2016-05-06,2021-12-13
701219,9185,SME,433712.66,23.14,Active,2016-01-01,2020-10-10
701220,6666,SME,132915.28,18.9,Active,2022-05-03,2027-09-02
701221,9443,Mortgage,187687.0,24.92,Active,2021-08-01,2027-05-23
701222,6287,Personal,665852.92,26.41,Closed,2021-02-24,2027-07-15
701223,8251,Mortgage,728926.98,24.19,Active,2021-01-03,2023-05-08
701224,5991,Personal,2395055.33,16.14,Active,2022-04-04,2028-06-26
701225,6927,Mortgage,557622.11,21.64,Active,2017-03-15,2018-11-22
701226,897,SME,221519.23,21.51,Active,2016-08-16,2019-01-02
701227,163,Personal,2533478.28,13.83,Closed,2016-12-04,2022-02-14
701228,4872,Personal,211230.5,14.38,Active,2022-02-04,2024-07-20
701229,9786,Mortgage,172473.26,13.2,Defaulted,2019-11-07,2022-04-25
701230,7013,Mortgage,529163.49,15.4,Active,2015-07-27,2019-08-06
701231,4480,Personal,726238.54,19.96,Active,2018-06-24,2023-01-03
701232,9791,Personal,548665.75,23.62,Active,2022-09-08,2028-05-10
701233,1587,Mortgage,2078480.22,26.69,Active,2016-09-24,2021-09-18
701234,5459,SME,38092.96,26.93,Active,2020-01-15,2021-02-25
701235,5896,Mortgage,956347.26,18.89,Closed,2016-11-16,2020-02-01
701236,7706,Personal,227870.51,19.55,Active,2017-03-30,2020-12-06
701237,675,SME,186034.39,22.77,Defaulted,2015-04-15,2017-03-05
701238,3418,Personal,194724.65,13.18,Active,2018-02-15,2020-10-01
701239,5547,Mortgage,432525.53,15.66,Active,2023-03-13,2027-04-19
701240,7775,Personal,653872.57,16.02,Active,2020-01-10,2021-09-06
701241,6986,Personal,153146.31,17.49,Active,2021-02-19,2023-02-09
701242,3352,Personal,799763.58,13.64,Active,2022-06-10,2025-10-20
701243,6664,Personal,598719.67,21.45,Active,2020-09-08,2025-12-20
701244,1704,SME,949197.7,18.68,Active,2019-09-10,2024-06-26
701245,1265,Mortgage,366886.03,13.59,Active,2020-03-07,2024-02-27
701246,4691,Personal,126700.47,23.62,Active,2017-08-16,2020-01-23
701247,686,Personal,670790.38,24.84,Active,2016-12-18,2019-07-23
701248,4116,SME,85151.32,15.87,Active,2022-03-24,2027-10-02
701249,1047,Personal,803594.93,17.19,Defaulted,2019-09-14,2023-01-15
701250,6558,Personal,980039.11,22.18,Active,2016-07-20,2021-10-02
701251,4095,Mortgage,1493756.55,17.25,Closed,2015-08-20,2018-02-19
701252,9245,Personal,3014203.82,14.01,Closed,2016-12-07,2018-05-12
701253,3584,Personal,375909.52,16.58,Closed,2017-05-06,2020-05-11
701254,372,Personal,402730.16,16.1,Active,2018-01-08,2024-02-08
701255,5192,SME,364924.57,15.72,Active,2015-11-02,2018-06-19
701256,799,SME,472971.07,12.47,Active,2018-10-01,2021-12-25
701257,9038,SME,153969.98,23.35,Closed,2020-03-26,2023-07-06
701258,3780,SME,264552.15,12.04,Defaulted,2018-04-01,2024-10-08
701259,4367,SME,13235725.34,24.21,Closed,2021-06-13,2022-10-31
701260,4427,Personal,640632.55,12.64,Closed,2020-01-09,2023-11-13
701261,9580,Mortgage,2011650.13,15.91,Active,2018-11-11,2022-12-30
701262,3135,Mortgage,1027812.54,12.36,Active,2023-01-25,2028-01-03
701263,4575,Mortgage,1175674.41,16.88,Active,2015-09-25,2017-08-09
701264,5968,Mortgage,251338.92,24.32,Active,2019-11-13,2021-02-18
701265,9875,SME,187698.13,22.3,Closed,2019-09-03,2026-03-10
701266,7989,Mortgage,1989162.5,15.03,Active,2022-07-27,2024-07-13
701267,1719,Personal,152380.76,17.16,Closed,2019-09-30,2025-08-05
701268,5982,Personal,635726.2,17.63,Defaulted,2015-03-31,2020-04-13
701269,2479,Mortgage,317941.79,25.15,Defaulted,2023-01-22,2024-03-14
701270,7637,Personal,509714.19,18.55,Closed,2017-03-22,2021-03-01
701271,2686,Personal,270462.79,17.45,Active,2017-03-24,2020-01-08
701272,592,Personal,1446142.28,21.02,Closed,2016-06-29,2022-09-21
701273,244,Personal,282018.23,25.99,Closed,2015-08-03,2020-08-23
701274,5603,Personal,312807.21,21.09,Active,2017-09-08,2021-11-20
701275,2383,Personal,457974.19,13.91,Active,2017-01-27,2018-11-24
701276,1926,SME,215269.65,13.54,Closed,2022-06-01,2027-08-03
701277,6025,SME,284248.59,18.17,Active,2020-10-27,2022-08-25
701278,1691,SME,88800.56,12.99,Closed,2017-07-02,2023-04-03
701279,7094,Personal,552459.31,26.96,Closed,2021-09-18,2028-05-24
701280,769,Mortgage,530847.66,22.86,Active,2021-06-15,2027-04-14
701281,8828,Mortgage,43760.87,19.41,Active,2017-04-30,2020-03-11
701282,4165,Personal,283421.66,26.74,Closed,2017-10-03,2024-07-12
701283,4237,SME,937706.95,14.02,Active,2019-02-28,2021-06-22
701284,1191,SME,295685.81,15.64,Active,2016-11-30,2020-12-30
701285,8512,Personal,500790.03,12.11,Active,2016-11-02,2021-06-13
701286,7431,Personal,321303.41,24.9,Active,2020-07-12,2026-09-17
701287,4949,Personal,241931.41,18.96,Defaulted,2015-12-15,2022-01-02
701288,4714,Personal,101661.98,14.98,Active,2022-01-13,2028-04-21
701289,244,Personal,163653.84,24.57,Active,2016-03-18,2020-05-13
701290,1011,Mortgage,419216.54,12.37,Closed,2017-11-04,2020-01-22
701291,2248,Personal,354132.7,19.32,Active,2016-02-01,2018-04-10
701292,5186,SME,189013.3,21.61,Active,2022-02-05,2025-12-06
701293,567,Mortgage,425477.56,16.85,Closed,2015-12-18,2021-09-28
701294,8247,Personal,1537745.79,27.65,Active,2019-10-22,2022-10-01
701295,9688,Mortgage,621116.52,18.34,Active,2019-07-15,2020-11-05
701296,3764,Personal,484568.63,24.02,Closed,2015-08-02,2022-05-12
701297,3115,Personal,865832.63,15.36,Active,2021-07-27,2028-05-14
701298,3402,SME,654359.24,14.9,Active,2017-07-14,2018-09-04
701299,209,Personal,923288.73,25.44,Closed,2019-01-30,2023-02-27
701300,5510,SME,318775.21,20.07,Closed,2018-01-24,2021-07-06
701301,3720,SME,88415.79,25.74,Closed,2018-05-17,2020-05-09
701302,9150,Mortgage,1304455.76,23.8,Closed,2017-05-23,2019-07-04
701303,639,Personal,1356325.47,22.18,Active,2018-03-10,2021-09-27
701304,8007,Personal,939223.65,26.08,Defaulted,2015-10-24,2021-11-29
701305,8413,Personal,519671.02,18.39,Active,2021-02-11,2025-11-19
701306,5809,SME,437767.79,26.76,Active,2016-11-26,2023-06-01
701307,5698,SME,229291.23,14.18,Active,2023-02-02,2025-07-04
701308,6535,Personal,255807.88,14.05,Active,2015-01-05,2018-06-08
701309,1186,Personal,495600.85,13.91,Active,2016-06-25,2019-01-04
701310,7957,Mortgage,627928.2,19.78,Active,2022-04-22,2024-11-11
701311,8319,SME,341720.86,26.74,Closed,2022-09-15,2029-01-12
701312,7727,Personal,302457.4,22.81,Active,2023-01-09,2025-12-15
701313,6692,Personal,263170.85,17.82,Closed,2017-09-03,2023-01-10
701314,3788,Personal,718105.79,14.45,Active,2018-03-29,2023-11-27
701315,8458,SME,2655689.47,17.75,Closed,2022-03-15,2029-01-02
701316,6511,SME,181469.36,12.57,Active,2022-09-30,2027-02-10
701317,1294,Personal,853947.39,15.3,Active,2023-03-19,2028-01-14
701318,7152,Personal,1365468.26,26.8,Active,2022-08-04,2028-07-23
701319,4887,Mortgage,775962.43,18.68,Active,2015-01-22,2017-10-12
701320,1947,Personal,496287.77,20.29,Active,2020-09-01,2024-11-05
701321,3552,Mortgage,79803.14,23.47,Closed,2019-09-27,2026-03-19
701322,7160,Personal,175815.3,25.64,Active,2022-06-14,2024-04-08
701323,1473,Mortgage,347645.42,24.01,Active,2022-02-18,2025-09-19
701324,7255,Personal,64651.16,23.45,Active,2022-04-20,2027-06-13
701325,6285,Mortgage,164308.68,12.4,Defaulted,2017-10-24,2021-02-05
701326,4622,Personal,501734.92,12.48,Closed,2019-11-09,2025-05-11
701327,5537,Personal,90489.73,15.01,Active,2017-11-15,2019-08-12
701328,9592,SME,412736.43,16.86,Defaulted,2015-03-07,2017-12-19
701329,5263,Personal,130269.84,17.85,Active,2019-04-30,2020-07-12
701330,8911,SME,220343.4,18.46,Active,2018-02-19,2023-06-12
701331,1309,SME,235195.76,12.79,Active,2018-08-26,2024-09-20
701332,1620,SME,140280.45,14.86,Active,2020-02-08,2026-06-17
701333,8141,Mortgage,128807.62,25.97,Active,2021-05-15,2024-03-17
701334,2151,Mortgage,98900.82,24.17,Closed,2020-05-01,2021-08-01
701335,6064,SME,281197.99,13.67,Active,2015-09-21,2018-10-12
701336,5371,SME,539452.7,25.39,Active,2021-07-23,2026-06-23
701337,5617,SME,265193.87,23.66,Active,2019-09-21,2024-10-24
701338,1068,SME,432912.55,24.81,Active,2022-07-23,2025-11-18
701339,5009,SME,236105.0,20.83,Defaulted,2015-09-10,2022-01-27
701340,3406,Mortgage,491026.51,15.94,Closed,2021-04-10,2025-04-27
701341,988,Personal,2103208.83,18.45,Active,2016-09-02,2019-11-11
701342,4044,Personal,808739.0,25.69,Closed,2022-02-24,2027-07-10
701343,3733,Personal,386575.28,12.18,Active,2020-12-11,2027-07-13
701344,3013,Personal,213538.33,17.89,Closed,2015-04-06,2018-05-08
701345,8991,SME,568738.16,19.87,Active,2021-08-29,2026-02-09
701346,42,SME,320945.03,27.85,Active,2022-02-26,2027-07-23
701347,3212,SME,767781.88,24.7,Closed,2020-03-11,2026-04-12
701348,8475,Personal,675761.33,20.3,Active,2015-06-06,2020-09-16
701349,3771,Personal,2344454.02,20.06,Closed,2021-05-31,2027-05-28
701350,3173,Personal,122241.95,13.27,Closed,2019-04-22,2022-10-17
701351,6842,Personal,186447.57,22.29,Active,2015-12-26,2017-11-05
701352,1269,Personal,377563.62,21.48,Closed,2016-02-17,2021-01-07
701353,1775,SME,50209.61,15.01,Closed,2020-03-05,2023-11-27
701354,3712,SME,462255.74,18.65,Active,2020-12-29,2026-12-29
701355,2530,Personal,692441.78,12.8,Defaulted,2016-10-30,2018-06-20
701356,193,SME,428876.82,15.27,Active,2018-02-09,2020-04-08
701357,8356,Personal,473407.6,14.97,Closed,2016-04-03,2022-03-25
701358,6120,Mortgage,417597.02,15.04,Active,2022-12-12,2025-09-18
701359,6333,Personal,183292.74,17.03,Active,2019-03-09,2020-06-13
701360,5632,SME,302201.44,21.34,Active,2016-12-08,2022-12-19
701361,2332,Personal,1900239.05,25.13,Active,2022-01-20,2027-04-12
701362,8590,Mortgage,121017.31,16.29,Closed,2015-02-05,2016-03-24
701363,5880,Personal,906441.52,26.05,Active,2016-06-22,2017-08-07
701364,7903,Personal,1068638.15,14.95,Active,2018-06-07,2024-08-18
701365,6736,Mortgage,213195.85,23.96,Active,2018-10-26,2023-08-29
701366,1812,SME,314013.04,14.7,Active,2021-08-08,2024-11-26
701367,7105,Personal,1070148.57,14.81,Active,2019-07-03,2025-05-26
701368,856,SME,607113.88,14.71,Closed,2019-10-31,2026-07-02
701369,617,Personal,1281407.84,14.99,Active,2017-09-22,2020-02-04
701370,2990,SME,242955.87,25.75,Defaulted,2015-05-08,2017-08-01
701371,4097,Personal,355163.74,24.91,Defaulted,2022-03-26,2026-06-14
701372,362,Personal,734472.19,16.0,Active,2016-12-29,2018-12-04
701373,619,Mortgage,2059380.12,19.41,Closed,2016-05-09,2020-07-31
701374,3783,Personal,656245.13,22.97,Active,2018-06-23,2019-10-22
701375,214,Personal,281820.31,13.89,Active,2021-04-13,2025-01-14
701376,898,SME,1480385.57,25.71,Closed,2022-08-02,2024-10-18
701377,4589,Personal,2454541.19,23.95,Closed,2022-04-16,2023-06-03
701378,7700,Personal,252575.98,17.19,Active,2016-02-16,2021-03-20
701379,4438,SME,622187.49,18.43,Closed,2015-12-01,2019-03-18
701380,3096,SME,222764.04,20.26,Active,2015-05-30,2017-05-25
701381,3226,Personal,92588.31,24.62,Active,2020-05-21,2021-06-22
701382,3733,Personal,244122.34,20.17,Defaulted,2018-09-15,2020-06-05
701383,1537,SME,484132.23,20.47,Active,2019-09-07,2025-04-29
701384,6225,Personal,141092.75,22.67,Closed,2017-02-19,2020-12-22
701385,4261,SME,406491.72,19.43,Defaulted,2018-02-23,2020-11-21
701386,2724,SME,327670.9,22.32,Active,2022-11-04,2024-12-07
701387,6785,SME,529259.51,20.11,Closed,2015-02-17,2018-08-02
701388,2149,SME,326045.85,12.79,Active,2017-06-18,2019-05-18
701389,4337,Personal,226651.21,18.49,Active,2018-06-29,2021-03-24
701390,6508,Personal,759052.14,12.29,Active,2016-11-16,2021-03-13
701391,4299,Mortgage,953149.55,13.02,Defaulted,2018-08-16,2020-03-06
701392,2846,SME,712686.9,16.24,Active,2020-08-18,2026-04-07
701393,164,Mortgage,283165.54,18.91,Defaulted,2020-11-27,2024-09-21
701394,8136,SME,896590.69,21.13,Closed,2019-06-06,2020-09-25
701395,1692,Personal,247728.41,21.71,Active,2020-07-30,2027-01-24
701396,7957,Mortgage,113768.77,15.09,Active,2015-06-14,2016-09-22
701397,7713,Personal,133304.36,14.22,Active,2021-09-30,2024-02-11
701398,3692,SME,590267.26,13.57,Active,2021-08-16,2028-05-22
701399,2039,Personal,142298.92,19.32,Active,2020-01-15,2025-07-06
701400,2347,Personal,786902.29,20.68,Active,2017-09-11,2021-03-13
701401,6345,Mortgage,315880.24,26.69,Closed,2018-01-15,2019-01-15
701402,7832,SME,555073.47,13.34,Active,2016-10-05,2022-03-17
701403,1770,Mortgage,194730.26,16.95,Active,2022-07-20,2024-08-18
701404,3039,Mortgage,114813.56,27.16,Active,2020-03-03,2026-04-04
701405,8669,Personal,867367.57,22.99,Closed,2016-03-24,2021-01-14
701406,5167,SME,342003.29,12.49,Closed,2019-12-04,2024-12-22
701407,8732,Mortgage,1463865.55,15.43,Closed,2019-11-14,2022-11-09
701408,628,Personal,991995.52,12.7,Active,2015-05-23,2019-01-21
701409,142,Personal,640574.34,22.03,Active,2019-11-13,2023-10-28
701410,8787,Personal,552856.2,17.09,Active,2017-07-07,2023-03-13
701411,188,Personal,503142.54,17.41,Active,2018-01-20,2024-04-24
701412,3131,SME,1021188.97,15.7,Active,2018-11-13,2024-02-01
701413,618,SME,383194.63,18.32,Active,2016-07-08,2021-03-29
701414,8970,Mortgage,912707.68,26.07,Active,2018-02-04,2020-07-03
701415,1279,Personal,883690.42,16.99,Active,2017-09-04,2023-03-18
701416,4239,Mortgage,1032330.78,15.03,Active,2015-11-15,2021-10-16
701417,3896,SME,710555.62,14.41,Closed,2021-04-14,2023-10-27
701418,6871,SME,687106.13,21.32,Active,2022-12-31,2026-03-16
701419,262,SME,789823.25,23.68,Closed,2015-02-24,2021-02-20
701420,5520,SME,360006.92,19.57,Defaulted,2022-02-09,2025-01-15
701421,5428,Mortgage,360795.79,21.1,Active,2017-06-26,2021-07-13
701422,4488,SME,2362106.12,14.34,Active,2018-09-13,2023-12-16
701423,6260,Personal,189329.91,22.9,Active,2021-09-23,2025-04-21
701424,9530,SME,1327125.37,19.45,Active,2015-01-13,2019-08-04
701425,9384,SME,627527.08,21.75,Active,2015-02-05,2018-04-10
701426,7371,Personal,264445.07,24.47,Active,2018-07-23,2023-10-03
701427,7221,SME,351725.95,14.13,Active,2022-06-03,2027-12-24
701428,7139,Mortgage,170418.0,19.99,Active,2020-03-13,2026-04-25
701429,2104,SME,259736.85,23.06,Closed,2020-05-25,2026-07-03
701430,9160,Mortgage,393032.06,24.83,Active,2019-09-20,2023-08-28
701431,270,SME,234432.64,17.28,Active,2018-06-22,2020-05-18
701432,7108,SME,176524.94,27.78,Closed,2019-10-31,2024-04-16
701433,6316,Mortgage,3279471.78,15.31,Active,2016-11-24,2018-05-23
701434,7602,Personal,471835.01,24.87,Closed,2021-04-29,2026-03-13
701435,5157,Personal,2636000.57,20.96,Active,2018-03-30,2023-08-07
701436,9615,Mortgage,277456.47,20.72,Closed,2020-08-22,2026-11-15
701437,3373,Personal,352221.1,15.8,Active,2020-12-18,2024-09-03
701438,2063,SME,229523.42,20.36,Active,2021-06-09,2023-04-05
701439,1013,SME,94204.04,24.73,Active,2017-12-08,2020-08-27
701440,7141,SME,643417.96,14.59,Defaulted,2016-10-21,2019-10-04
701441,4533,Personal,1278759.16,22.64,Active,2019-03-29,2020-08-06
701442,1640,SME,104049.13,24.57,Defaulted,2015-08-28,2020-11-30
701443,3160,Personal,1604686.84,19.04,Active,2015-04-06,2019-02-11
701444,508,Mortgage,1208672.3,27.48,Active,2019-05-04,2024-06-28
701445,6857,Personal,323966.05,17.71,Active,2022-07-31,2029-03-19
701446,3058,SME,529573.91,12.47,Active,2022-09-08,2026-09-12
701447,6677,Personal,2343798.6,15.49,Defaulted,2021-10-03,2027-05-17
701448,1609,Mortgage,1245808.41,12.78,Active,2017-07-30,2019-10-29
701449,7447,SME,352269.42,21.35,Closed,2020-11-29,2022-07-02
701450,2946,Personal,180390.88,19.5,Defaulted,2020-07-10,2025-04-28
701451,7271,Mortgage,425696.66,27.43,Active,2017-10-27,2023-04-03
701452,8238,Personal,85324.34,12.65,Active,2016-05-23,2022-02-05
701453,7132,Personal,174191.89,25.39,Active,2018-12-05,2023-12-08
701454,9584,Mortgage,134074.14,21.59,Closed,2016-08-26,2018-07-30
701455,3632,Mortgage,589955.55,19.14,Closed,2021-12-16,2024-10-18
701456,6772,SME,449562.73,22.61,Active,2015-08-26,2018-04-26
701457,495,SME,47584.92,15.7,Active,2019-11-01,2023-05-30
701458,5489,Personal,411182.01,25.35,Active,2016-05-29,2018-04-11
701459,513,Mortgage,424113.8,25.86,Active,2018-08-03,2021-09-25
701460,1498,SME,747350.53,21.46,Defaulted,2020-06-17,2025-07-15
701461,8828,Mortgage,405120.79,20.49,Defaulted,2015-05-06,2019-03-18
701462,6928,SME,281454.52,13.5,Active,2016-10-12,2019-01-22
701463,7590,Personal,1683028.29,25.64,Active,2016-12-13,2022-09-14
701464,7365,Personal,1513952.65,14.09,Active,2018-08-27,2022-09-28
701465,2047,Mortgage,262825.11,17.14,Closed,2019-08-20,2023-07-23
701466,8307,SME,2324871.26,21.21,Closed,2021-11-03,2025-05-19
701467,1835,Personal,871504.79,19.66,Active,2017-07-25,2020-12-09
701468,5357,Personal,82803.39,16.47,Defaulted,2019-09-09,2023-02-15
701469,9709,Personal,839758.63,18.61,Closed,2017-01-24,2018-07-29
701470,2752,SME,184039.31,12.12,Active,2021-03-23,2027-08-12
701471,835,SME,448792.83,25.05,Active,2017-04-22,2021-06-26
701472,6734,Personal,156754.52,16.48,Closed,2018-01-09,2024-10-24
701473,9626,SME,124715.76,15.91,Active,2015-08-05,2018-07-26
701474,4791,SME,221594.58,12.74,Active,2016-01-15,2017-05-16
701475,2318,Personal,521425.35,16.76,Active,2018-11-22,2023-10-14
701476,825,SME,669103.65,22.01,Active,2017-04-18,2022-03-20
701477,9810,SME,2391305.47,26.87,Active,2016-09-19,2021-05-25
701478,4564,SME,2392792.9,24.32,Closed,2019-04-04,2024-05-27
701479,2856,SME,745217.07,24.35,Closed,2017-07-07,2023-02-17
701480,2143,Mortgage,254116.58,18.23,Closed,2020-10-14,2022-06-14
701481,1178,Personal,1548165.24,14.25,Closed,2017-02-14,2018-08-28
